0,a,404860,-0.595140,0.094442
1,aa,719034,-0.280966,-0.387547
2,aapl,3615678,2.615678,135.970350
3,abbv,1043836,0.043836,0.318295
4,abc,2284441,1.284441,8.142864
5,abt,2273044,1.273044,2.554829
6,ace,4393699,3.393699,2.851629
7,acn,2390171,1.390171,4.596726
8,act,2224449,1.224449,3.098564
9,adbe,2094796,1.094796,8.350943
10,adi,2855456,1.855456,3.426189
11,adm,1197231,0.197231,1.783201
12,adp,2555696,1.555696,2.498333
13,adsk,1471634,0.471634,3.114738
14,adt,966026,-0.033974,0.163349
15,aee,1794576,0.794576,1.008996
16,aep,1418162,0.418162,0.938300
17,aes,230621,-0.769379,-0.431772
18,aet,2680491,1.680491,6.861093
19,afl,2413619,1.413619,5.099417
20,agn,4906916,3.906916,11.297012
21,aig,43272,-0.956728,-0.921509
22,aiv,1600324,0.600324,1.734153
23,aiz,911577,-0.088423,1.670637
24,akam,151224,-0.848776,-0.577514
25,all,1256363,0.256363,0.641105
26,altr,7558810,6.558810,3.536265
27,alxn,3926822,2.926822,36.216624
28,amat,1821844,0.821844,1.414078
29,amd,125164,-0.874836,-0.600400
30,amgn,3383286,2.383286,7.424810
31,amp,952124,-0.047876,1.943414
32,amt,1219257,0.219257,2.423333
33,amzn,9740284,8.740284,58.420520
34,an,1421846,0.421846,1.259611
35,anf,1492480,0.492480,2.623438
36,aon,2466678,1.466678,1.425197
37,apa,4837079,3.837079,5.078825
38,apc,4102690,3.102690,5.566836
39,apd,2448272,1.448272,2.665106
40,aph,4799282,3.799282,10.361361
41,apol,6216250,5.216250,0.438560
42,arg,4178246,3.178246,7.460108
43,ati,592508,-0.407492,-0.073038
44,avb,2635561,1.635561,6.056382
45,avp,1344341,0.344341,1.026999
46,avy,1653429,0.653429,0.541905
47,axp,1779575,0.779575,2.511706
48,azo,3703779,2.703779,13.926624
49,ba,1496779,0.496779,1.876623
50,bac,607704,-0.392296,-0.234010
51,bax,1937083,0.937083,3.062359
52,bbby,7787036,6.787036,6.913912
53,bbt,2114135,1.114135,0.921018
54,bby,2564566,1.564566,7.743589
55,bcr,3579823,2.579823,7.958652
56,bdx,2998713,1.998713,4.132633
57,beam,1390679,0.390679,2.422947
58,ben,1861061,0.861061,3.204834
59,bf.b,2899244,1.899244,6.342028
60,bhi,1583521,0.583521,0.317171
61,biib,5684693,4.684693,35.982113
62,bk,3038699,2.038699,0.508193
63,blk,3835772,2.835772,23.549211
64,bll,3158665,2.158665,10.952424
65,bmc,2606708,1.606708,0.397840
66,bms,2445032,1.445032,1.890719
67,bmy,1961964,0.961964,0.756475
68,brcm,1179695,0.179695,1.624125
69,brkb,2003983,1.003983,2.786658
70,bsx,1076963,0.076963,-0.019360
71,btu,2607325,1.607325,1.341189
72,bwa,3292437,2.292437,7.436345
73,bxp,2442629,1.442629,5.960126
74,c,304856,-0.695144,-0.725044
